"","week","Age","cases"
"1086",13,89,10
"1087",13,90,13
"1088",13,91,5
"1089",13,92,3
"1090",13,93,4
"1091",13,94,0
"1092",13,95,1
"1093",13,96,3
"1094",13,97,0
"1095",13,98,0
"1096",13,99,2
"1097",13,100,0
"1098",13,102,0
"1099",14,0,23
"1100",14,1,49
"1101",14,2,30
"1102",14,3,19
"1103",14,4,24
"1104",14,5,17
"1105",14,6,16
"1106",14,7,14
"1107",14,8,11
"1108",14,9,12
"1109",14,10,10
"1110",14,11,12
"1111",14,12,5
"1112",14,13,17
"1113",14,14,17
"1114",14,15,18
"1115",14,16,20
"1116",14,17,27
"1117",14,18,27
"1118",14,19,36
"1119",14,20,46
"1120",14,21,55
"1121",14,22,74
"1122",14,23,75
"1123",14,24,120
"1124",14,25,119
"1125",14,26,134
"1126",14,27,183
"1127",14,28,157
"1128",14,29,175
"1129",14,30,156
"1130",14,31,183
"1131",14,32,167
"1132",14,33,164
"1133",14,34,174
"1134",14,35,178
"1135",14,36,140
"1136",14,37,173
"1137",14,38,179
"1138",14,39,163
"1139",14,40,170
"1140",14,41,135
"1141",14,42,150
"1142",14,43,168
"1143",14,44,159
"1144",14,45,151
"1145",14,46,151
"1146",14,47,145
"1147",14,48,151
"1148",14,49,151
"1149",14,50,135
"1150",14,51,132
"1151",14,52,153
"1152",14,53,118
"1153",14,54,113
"1154",14,55,113
"1155",14,56,109
"1156",14,57,95
"1157",14,58,99
"1158",14,59,102
"1159",14,60,88
"1160",14,61,94
"1161",14,62,65
"1162",14,63,66
"1163",14,64,72
"1164",14,65,77
"1165",14,66,52
"1166",14,67,55
"1167",14,68,52
"1168",14,69,54
"1169",14,70,58
"1170",14,71,45
"1171",14,72,43
"1172",14,73,46
"1173",14,74,34
"1174",14,75,37
"1175",14,76,41
"1176",14,77,31
"1177",14,78,27
"1178",14,79,23
"1179",14,80,29
"1180",14,81,26
"1181",14,82,21
"1182",14,83,15
"1183",14,84,11
"1184",14,85,12
"1185",14,86,8
"1186",14,87,13
"1187",14,88,9
"1188",14,89,10
"1189",14,90,10
"1190",14,91,7
"1191",14,92,5
"1192",14,93,7
"1193",14,94,3
"1194",14,95,5
"1195",14,96,2
"1196",14,97,1
"1197",14,98,2
"1198",14,99,1
"1199",14,100,0
"1200",15,0,50
"1201",15,1,82
"1202",15,2,50
"1203",15,3,33
"1204",15,4,24
"1205",15,5,25
"1206",15,6,19
"1207",15,7,17
"1208",15,8,19
"1209",15,9,20
"1210",15,10,19
"1211",15,11,22
"1212",15,12,23
"1213",15,13,14
"1214",15,14,26
"1215",15,15,19
"1216",15,16,29
"1217",15,17,34
"1218",15,18,40
"1219",15,19,57
"1220",15,20,72
"1221",15,21,66
"1222",15,22,77
"1223",15,23,101
"1224",15,24,131
"1225",15,25,139
"1226",15,26,177
"1227",15,27,197
"1228",15,28,200
"1229",15,29,197
"1230",15,30,218
"1231",15,31,235
"1232",15,32,210
"1233",15,33,202
"1234",15,34,205
"1235",15,35,192
"1236",15,36,204
"1237",15,37,209
"1238",15,38,219
"1239",15,39,219
"1240",15,40,198
"1241",15,41,206
"1242",15,42,199
"1243",15,43,186
"1244",15,44,212
"1245",15,45,203
"1246",15,46,224
"1247",15,47,216
"1248",15,48,197
"1249",15,49,202
"1250",15,50,172
"1251",15,51,205
"1252",15,52,198
"1253",15,53,169
"1254",15,54,165
"1255",15,55,172
"1256",15,56,170
"1257",15,57,135
"1258",15,58,142
"1259",15,59,143
"1260",15,60,150
"1261",15,61,110
"1262",15,62,104
"1263",15,63,121
"1264",15,64,104
"1265",15,65,109
"1266",15,66,94
"1267",15,67,95
"1268",15,68,82
"1269",15,69,69
"1270",15,70,64
"1271",15,71,57
"1272",15,72,64
"1273",15,73,57
"1274",15,74,59
"1275",15,75,49
"1276",15,76,44
"1277",15,77,47
"1278",15,78,39
"1279",15,79,42
"1280",15,80,23
"1281",15,81,30
"1282",15,82,26
"1283",15,83,21
"1284",15,84,18
"1285",15,85,14
"1286",15,86,18
"1287",15,87,19
"1288",15,88,17
"1289",15,89,7
"1290",15,90,13
"1291",15,91,9
"1292",15,92,7
"1293",15,93,3
"1294",15,94,0
"1295",15,95,2
"1296",15,96,1
"1297",15,97,3
"1298",15,98,2
"1299",15,99,2
"1300",15,100,1
"1301",15,102,0
"1302",16,0,59
"1303",16,1,84
"1304",16,2,34
"1305",16,3,31
"1306",16,4,31
"1307",16,5,34
"1308",16,6,16
"1309",16,7,31
"1310",16,8,34
"1311",16,9,20
"1312",16,10,29
"1313",16,11,23
"1314",16,12,21
"1315",16,13,31
"1316",16,14,27
"1317",16,15,28
"1318",16,16,26
"1319",16,17,38
"1320",16,18,51
"1321",16,19,45
"1322",16,20,82
"1323",16,21,61
"1324",16,22,102
"1325",16,23,121
"1326",16,24,143
"1327",16,25,181
"1328",16,26,193
"1329",16,27,220
"1330",16,28,240
"1331",16,29,288
"1332",16,30,286
"1333",16,31,265
"1334",16,32,240
"1335",16,33,270
"1336",16,34,291
"1337",16,35,294
"1338",16,36,286
"1339",16,37,288
"1340",16,38,318
"1341",16,39,285
"1342",16,40,308
"1343",16,41,277
"1344",16,42,269
"1345",16,43,268
"1346",16,44,260
"1347",16,45,272
"1348",16,46,265
"1349",16,47,263
"1350",16,48,293
"1351",16,49,234
"1352",16,50,242
"1353",16,51,258
"1354",16,52,256
"1355",16,53,231
"1356",16,54,234
"1357",16,55,219
"1358",16,56,238
"1359",16,57,192
"1360",16,58,189
"1361",16,59,189
"1362",16,60,170
"1363",16,61,180
"1364",16,62,149
"1365",16,63,157
"1366",16,64,104
"1367",16,65,138
"1368",16,66,133
"1369",16,67,106
"1370",16,68,105
"1371",16,69,86
"1372",16,70,87
"1373",16,71,96
"1374",16,72,73
"1375",16,73,78
"1376",16,74,74
"1377",16,75,78
"1378",16,76,53
"1379",16,77,56
"1380",16,78,53
"1381",16,79,58
"1382",16,80,37
"1383",16,81,26
"1384",16,82,41
"1385",16,83,33
"1386",16,84,32
"1387",16,85,31
"1388",16,86,16
"1389",16,87,19
"1390",16,88,9
"1391",16,89,12
"1392",16,90,12
"1393",16,91,10
"1394",16,92,6
"1395",16,93,8
"1396",16,94,0
"1397",16,95,5
"1398",16,96,0
"1399",16,97,1
"1400",16,98,0
"1401",16,99,1
"1402",16,100,3
"1403",16,101,1
"1404",16,103,1
"1405",17,0,45
"1406",17,1,67
"1407",17,2,60
"1408",17,3,22
"1409",17,4,23
"1410",17,5,29
"1411",17,6,23
"1412",17,7,23
"1413",17,8,21
"1414",17,9,33
"1415",17,10,26
"1416",17,11,26
"1417",17,12,39
"1418",17,13,34
"1419",17,14,44
"1420",17,15,32
"1421",17,16,35
"1422",17,17,34
"1423",17,18,60
"1424",17,19,71
"1425",17,20,78
"1426",17,21,109
"1427",17,22,120
"1428",17,23,138
"1429",17,24,206
"1430",17,25,254
"1431",17,26,294
"1432",17,27,304
"1433",17,28,297
"1434",17,29,305
"1435",17,30,344
"1436",17,31,350
"1437",17,32,340
"1438",17,33,360
"1439",17,34,345
"1440",17,35,357
"1441",17,36,376
"1442",17,37,402
"1443",17,38,377
"1444",17,39,352
"1445",17,40,359
"1446",17,41,340
"1447",17,42,336
"1448",17,43,350
"1449",17,44,356
"1450",17,45,366
"1451",17,46,381
"1452",17,47,389
"1453",17,48,342
"1454",17,49,328
"1455",17,50,301
"1456",17,51,308
"1457",17,52,306
"1458",17,53,315
"1459",17,54,284
"1460",17,55,247
"1461",17,56,280
"1462",17,57,254
"1463",17,58,272
"1464",17,59,225
"1465",17,60,223
"1466",17,61,214
"1467",17,62,182
"1468",17,63,187
"1469",17,64,166
"1470",17,65,173
"1471",17,66,149
"1472",17,67,128
"1473",17,68,138
"1474",17,69,95
"1475",17,70,115
"1476",17,71,109
"1477",17,72,88
"1478",17,73,78
"1479",17,74,80
"1480",17,75,91
"1481",17,76,76
"1482",17,77,65
"1483",17,78,54
"1484",17,79,51
"1485",17,80,47
"1486",17,81,53
"1487",17,82,47
"1488",17,83,29
"1489",17,84,36
"1490",17,85,28
"1491",17,86,36
"1492",17,87,23
"1493",17,88,14
"1494",17,89,21
"1495",17,90,11
