,week,Age,cases
1290,24,76,34
1291,24,77,34
1292,24,78,34
1293,24,79,26
1294,24,80,34
1295,24,81,22
1296,24,82,20
1297,24,83,18
1298,24,84,22
1299,24,85,20
1300,24,86,18
1301,24,87,8
1302,24,88,9
1303,24,89,4
1304,24,90,10
1305,24,91,12
1306,24,92,4
1307,24,93,2
1308,24,94,2
1309,24,95,1
1310,24,96,4
1311,24,98,2
1312,24,99,0
1313,24,100,1
1314,24,102,0
1315,25,0,7
1316,25,1,2
1317,25,2,1
1318,25,5,1
1319,25,7,0
1320,25,8,1
1321,25,9,1
1322,25,10,1
1323,25,11,1
1324,25,12,1
1325,25,13,1
1326,25,14,1
1327,25,15,0
1328,25,16,1
1329,25,17,0
1330,25,20,1
1331,25,21,2
1332,25,22,2
1333,25,23,3
1334,25,24,3
1335,25,25,5
1336,25,26,3
1337,25,27,4
1338,25,28,4
1339,25,29,4
1340,25,30,4
1341,25,31,2
1342,25,32,5
1343,25,33,5
1344,25,34,6
1345,25,35,2
1346,25,36,3
1347,25,37,4
1348,25,38,17
1349,25,39,13
1350,25,40,15
1351,25,41,11
1352,25,42,18
1353,25,43,13
1354,25,44,21
1355,25,45,20
1356,25,46,21
1357,25,47,27
1358,25,48,26
1359,25,49,20
1360,25,50,22
1361,25,51,28
1362,25,52,40
1363,25,53,30
1364,25,54,37
1365,25,55,36
1366,25,56,47
1367,25,57,36
1368,25,58,32
1369,25,59,41
1370,25,60,51
1371,25,61,57
1372,25,62,50
1373,25,63,45
1374,25,64,46
1375,25,65,51
1376,25,66,48
1377,25,67,46
1378,25,68,53
1379,25,69,32
1380,25,70,51
1381,25,71,46
1382,25,72,32
1383,25,73,28
1384,25,74,51
1385,25,75,36
1386,25,76,38
1387,25,77,41
1388,25,78,48
1389,25,79,26
1390,25,80,37
1391,25,81,18
1392,25,82,17
1393,25,83,25
1394,25,84,22
1395,25,85,16
1396,25,86,10
1397,25,87,15
1398,25,88,13
1399,25,89,12
1400,25,90,4
1401,25,91,6
1402,25,92,4
1403,25,93,6
1404,25,94,4
1405,25,95,3
1406,25,96,1
1407,25,97,1
1408,25,98,0
1409,25,99,0
1410,26,0,3
1411,26,1,1
1412,26,2,0
1413,26,3,0
1414,26,4,1
1415,26,5,2
1416,26,6,0
1417,26,10,2
1418,26,11,0
1419,26,12,0
1420,26,14,1
1421,26,16,0
1422,26,18,0
1423,26,20,1
1424,26,21,0
1425,26,22,1
1426,26,23,4
1427,26,24,0
1428,26,25,4
1429,26,26,2
1430,26,27,1
1431,26,28,1
1432,26,29,1
1433,26,30,2
1434,26,31,3
1435,26,32,5
1436,26,33,6
1437,26,34,1
1438,26,35,5
1439,26,36,3
1440,26,37,12
1441,26,38,8
1442,26,39,12
1443,26,40,10
1444,26,41,7
1445,26,42,9
1446,26,43,8
1447,26,44,11
1448,26,45,15
1449,26,46,19
1450,26,47,24
1451,26,48,18
1452,26,49,22
1453,26,50,17
1454,26,51,21
1455,26,52,28
1456,26,53,24
1457,26,54,32
1458,26,55,36
1459,26,56,34
1460,26,57,38
1461,26,58,35
1462,26,59,38
1463,26,60,47
1464,26,61,38
1465,26,62,42
1466,26,63,50
1467,26,64,43
1468,26,65,44
1469,26,66,47
1470,26,67,53
1471,26,68,41
1472,26,69,35
1473,26,70,47
1474,26,71,43
1475,26,72,42
1476,26,73,28
1477,26,74,37
1478,26,75,37
1479,26,76,22
1480,26,77,30
1481,26,78,33
1482,26,79,25
1483,26,80,28
1484,26,81,16
1485,26,82,21
1486,26,83,18
1487,26,84,15
1488,26,85,19
1489,26,86,13
1490,26,87,13
1491,26,88,10
1492,26,89,7
1493,26,90,5
1494,26,91,5
1495,26,92,6
1496,26,93,3
1497,26,94,3
1498,26,95,1
1499,26,96,0
1500,26,97,1
1501,26,98,2
1502,26,99,1
1503,26,100,0
1504,27,0,4
1505,27,1,3
1506,27,3,2
1507,27,5,1
1508,27,8,1
1509,27,9,1
1510,27,11,1
1511,27,14,0
1512,27,15,1
1513,27,17,1
1514,27,18,1
1515,27,19,0
1516,27,20,5
1517,27,21,0
1518,27,22,0
1519,27,23,1
1520,27,24,2
1521,27,25,2
1522,27,26,2
1523,27,27,2
1524,27,28,4
1525,27,29,0
1526,27,30,4
1527,27,31,4
1528,27,32,2
1529,27,33,3
1530,27,34,5
1531,27,35,4
1532,27,36,5
1533,27,37,2
1534,27,38,3
1535,27,39,8
1536,27,40,9
1537,27,41,8
1538,27,42,7
1539,27,43,10
1540,27,44,14
1541,27,45,10
1542,27,46,16
1543,27,47,11
1544,27,48,14
1545,27,49,17
1546,27,50,20
1547,27,51,26
1548,27,52,22
1549,27,53,22
1550,27,54,20
1551,27,55,29
1552,27,56,23
1553,27,57,23
1554,27,58,43
1555,27,59,41
1556,27,60,23
1557,27,61,39
1558,27,62,28
1559,27,63,44
1560,27,64,36
1561,27,65,42
1562,27,66,39
1563,27,67,32
1564,27,68,32
1565,27,69,28
1566,27,70,35
1567,27,71,37
1568,27,72,35
1569,27,73,35
1570,27,74,28
1571,27,75,31
1572,27,76,27
1573,27,77,34
1574,27,78,33
1575,27,79,24
1576,27,80,16
1577,27,81,17
1578,27,82,21
1579,27,83,17
1580,27,84,17
1581,27,85,14
1582,27,86,14
1583,27,87,10
1584,27,88,10
1585,27,89,11
1586,27,90,9
1587,27,91,2
1588,27,92,4
1589,27,93,1
1590,27,94,5
1591,27,95,2
1592,27,96,2
1593,27,97,0
1594,27,98,1
1595,27,99,1
1596,27,100,0
1597,27,101,1
1598,28,0,3
1599,28,1,1
1600,28,2,0
1601,28,3,1
1602,28,6,1
1603,28,7,1
1604,28,9,0
1605,28,11,2
1606,28,14,0
1607,28,15,1
1608,28,17,1
1609,28,18,0
1610,28,19,0
1611,28,20,0
1612,28,21,1
1613,28,22,0
1614,28,23,1
1615,28,24,3
